%eval_id interface log__t_efold_soil log__t_efold_karst log__t_efold_deep f_exfiltration_soil f_exfiltration_karst PDD_melt_factor log__H0_pdm_soil log__fdd_threshold snow_insulation_k f_tile_soil    log__tau_tile  recession_b_soil recession_b_karst neg_kge        
23       I1         1.124056614    3.568702518    3.717056883    0.9844407052   0.5671904152   0.6846961195   3.010601391    0.25877566     0.04067088299  0.3083113333   0.3664141265   3.839576365    1.870793052    1.063565179    
24       I1         1.428718011    2.79992798     3.959565825    0.4085227492   0.633732568    3.558779445    2.824598703    0.5822012304   0.1458805951   0.7446126505   0.453957527    3.705168151    3.208394975    0.7010336128   
25       I1         2.134442838    4.076230638    4.442445636    0.8970061838   0.3787398946   9.604909417    1.313900634    1.526052728    0.07632981182  0.8635389417   0.98757185     2.825613664    2.638703925    1.291095301    
26       I1         2.336678545    4.137371732    4.354930306    0.1946010934   0.9077946181   6.409110143    2.076376343    1.38156577     0.0276572766   0.02798422283  0.8857616041   2.229052861    2.975100172    0.6472430081   
27       I1         1.136047534    4.268194883    4.479037366    0.0903694521   0.1790726062   9.807148281    3.047077183    2.959670102    0.1407195202   0.4755205383   0.4194403899   2.868428747    3.625144075    0.3384241608   
28       I1         1.073465582    2.88572284     4.195461208    0.6396962211   0.685109752    2.183137175    3.028973259    2.133772125    0.1303066332   0.4935291037   0.06126296897  2.990764569    2.313871523    0.7885189077   
29       I1         1.572472806    3.28918967     4.609254842    0.3637232882   0.9830281785   3.302655049    3.169229962    1.550609428    0.08829635869  0.8453910665   0.2675915019   3.33670976     3.985963467    0.5840080703   
30       I1         2.322287052    3.754640545    3.779618818    0.7362907138   0.3073840553   0.5941868708   1.819137968    0.8462298488   0.07824304247  0.3001092245   0.7702213505   3.320784747    2.806819046    0.8811573658   
31       I1         1.3501715      4.375989962    4.646074974    0.5006140939   0.2576233267   0.275446016    2.613947314    2.650226115    0.1297640783   0.3289320703   1.063496059    3.246644561    3.951490026    0.4096021641   
32       I1         1.61770235     2.833115262    4.439258158    0.3617429562   0.4023888976   8.538878684    2.287974566    2.268371791    0.02565810475  0.9428645826   0.8610413959   2.447127155    3.257767465    0.5728827583   
33       I1         1.682175143    3.594813514    3.938568019    0.3419970723   0.6396143959   9.053510048    1.340808712    2.288872778    0.01675039087  0.3031509239   0.813930688    3.073352325    2.903722676    1.219199415    
34       I1         1.329635181    4.097849565    3.841652917    0.2729217598   0.4780046208   0.1747179927   3.111064988    1.474944107    0.08429907018  0.1379619859   1.0183374      3.405198971    1.573832843    0.6431782948   
35       I1         1.147936518    4.493602656    4.218159995    0.2528676024   0.2956648772   0.6281363281   1.134577945    1.612403454    0.06589372763  0.5474120399   0.7554699174   3.936664697    1.962340426    1.368016692    
36       I1         1.950014581    3.500850289    4.07951693     0.4832078674   0.9023741      3.812652926    3.322483215    2.174535434    0.008643068442 0.7015023782   0.6268513181   2.31978859     3.849795601    0.5159640514   
37       I1         2.264016217    4.281676341    3.630724622    0.09380691351  0.607010724    4.45813412     1.939175983    0.9207430378   0.1258272251   0.3791742037   0.002460613766 1.531090814    2.32112887     0.6925010171   
38       I1         1.321814661    3.659819566    3.950019121    0.3140481537   0.5475262182   0.3582731703   2.622931498    2.742672698    0.002097835239 0.4528768456   0.7230349352   2.77821295     1.941118919    0.6646273672   
39       I1         2.104016156    4.027521548    3.700436094    0.282446083    0.2484786123   9.121403494    2.301125446    2.920097012    0.09987689747  0.3939381638   0.04446251284  3.877403971    2.235443568    0.5280496373   
40       I1         2.679905971    3.882876357    3.574449299    0.2011009297   0.1081480773   8.158161341    1.14470054     2.703572792    0.02610233661  0.7396718094   0.8799066378   3.632313883    2.227382641    1.601101212    
41       I1         1.219434217    3.172312953    4.749826419    0.5665403297   0.2271843178   6.440097854    2.154174786    1.102627846    0.1336132827   0.7247578178   0.5458237282   1.989274705    2.27726076     0.7128581253   
42       I1         1.035159175    4.000328189    4.164323104    0.05397155562  0.6961344583   9.174741589    1.752894144    2.20981977     0.02510282177  0.1726985908   0.1480251448   2.751671019    3.491991301    0.9250681958   
43       I1         2.412625696    3.101491135    3.605836802    0.3947952275   0.2602711335   4.999514334    2.279363941    0.5954491473   0.05025233452  0.9438620431   0.9328776563   1.804371684    1.688896714    0.5067560622   
44       I1         2.106987481    3.038498826    4.906027345    0.9014394052   0.8969460614   9.199591692    2.047124486    0.5036395973   0.1430361819   0.8421480096   0.4254127389   3.3051616      2.927030365    0.7987848438   
45       I1         1.673829551    4.382441872    4.48176922     0.2137834302   0.3475140804   5.385674145    1.718019718    1.027393238    0.03323297563  0.5385794492   0.1236178174   2.997809165    3.232841936    0.8896085373   
46       I1         1.340152146    3.735074175    4.338268771    0.7065912886   0.6802152624   7.407846489    1.222673888    2.123645344    0.1396627313   0.4073147982   0.5262938571   3.369033945    2.486471349    1.324728939    
47       I1         1.197608997    2.58569609     3.926124137    0.1397966434   0.4123488404   2.34359497     2.940504265    0.1600216106   0.05871144906  0.07217173237  0.8068005429   1.858790232    2.773493479    0.7767184466   
48       I1         1.83489634     3.913315232    4.038351405    0.7660642874   0.8500911906   8.654259139    1.529097193    2.436065393    0.1487804291   0.8933044946   0.9268111424   1.778089698    2.867258506    1.060980589    
49       I1         2.49550917     3.520394664    3.601796457    0.2578996488   0.4473012554   8.818446818    2.518181823    2.334039422    0.08277730239  0.8750410024   1.098365116    3.779827567    2.751175865    0.3817515568   
50       I1         1.882398971    3.561123879    3.818967023    0.7102397642   0.1849948652   6.52304944     1.687508881    1.095379226    0.03294224689  0.9518123864   0.5592113149   1.7947868      3.03116045     0.9279503818   
51       I1         2.314376697    3.227980779    4.329993795    0.8287151901   0.1628758786   8.13962312     2.406973527    0.3986830698   0.007300818836 0.5439547205   0.1581815125   3.710657651    3.070244398    0.5396231782   
52       I1         1.6059263      3.705198187    4.893438814    0.2997027545   0.8857831008   7.187073331    3.462024267    0.6985175133   0.1326159032   0.0466387592   0.6001912068   2.081292394    2.136040077    0.6015360119   
53       I1         1.900518864    2.662490803    4.788927283    0.1752551528   0.6156617733   2.073431759    1.026485822    1.057347563    0.04515721078  0.7304092981   0.6441486401   2.036111598    2.41410094     1.586093342    
54       I1         1.826024947    2.646811393    4.941455263    0.5617577824   0.1659209448   7.652579117    2.229634502    1.501996075    0.09077338719  0.2009580716   0.3542158267   2.300203749    2.993706455    0.4693856032   
55       I1         1.160359321    4.238652031    4.581079361    0.8179985224   0.1250539843   1.544169539    2.099260682    2.62411397     0.1106932101   0.8164645918   0.9722089446   1.751581936    3.473643491    0.8349986557   
56       I1         2.401964074    3.263008308    4.988116002    0.8096779854   0.5694610568   1.177112345    1.563766349    1.712002352    0.1007736411   0.9183162429   0.4889962606   3.673588429    3.400241634    1.327802652    
57       I1         1.248941289    4.263533686    4.601083691    0.7599331456   0.805928482    3.665753972    1.379363737    0.1090151029   0.06278456756  0.1519346934   0.9299343513   3.823329477    2.015712345    1.258495838    
58       I1         1.762583374    4.169463359    3.711581441    0.03599679946  0.7502055389   1.989780196    1.132762913    0.3473174537   0.09167464767  0.1052422892   0.4445559131   2.908708419    3.695772657    1.401776       
59       I1         1.831380639    4.395976659    4.895590538    0.5475402506   0.6515158266   1.149210547    1.249022616    2.614904444    0.1042840739   0.8226007587   0.6797856449   1.598737885    1.723105111    1.406630281    
60       I1         2.035763744    3.147787021    4.661036285    0.8532681676   0.9466801024   2.777260348    2.706674091    1.276744053    0.04701795317  0.7506044805   0.2518483442   1.671891627    2.551156967    0.3645501806   
61       I1         1.435738841    2.617877276    4.120116877    0.7643935641   0.4484366104   1.447753494    1.570159858    1.708122614    0.09221918866  0.1944486026   0.8049313947   2.787899727    3.366325752    1.052685719    
62       I1         2.451218561    2.805831257    4.262113436    0.8496504772   0.3632845532   9.442576294    2.418465654    1.328476117    0.0515984435   0.925769487    0.2529343581   3.927271669    3.992629918    0.5546002421   
63       I1         1.309835618    3.5294187      3.557321009    0.7782062663   0.3294683232   6.315550258    1.286243391    0.8916820488   0.07528283982  0.5745165514   0.1380052568   3.942877031    2.846034685    1.451392829    
64       I1         1.740563043    3.834027363    4.629560838    0.1094647061   0.5517586627   5.787673809    2.903199835    2.567535071    0.008231453429 0.1788932874   0.9395946937   2.119059195    3.582535293    0.4223239918   
65       I1         2.289566797    3.671081187    4.949651502    0.7262102806   0.8223547415   1.010521473    2.009567014    2.968189388    0.02301170714  0.8108973565   0.7928840096   1.627662996    2.336730052    0.7490036634   
66       I1         1.954082153    3.84290054     3.747536637    0.2398713653   0.1177522271   4.78116836     3.388996575    1.763299569    0.0508189773   0.2667036882   0.09905976775  1.821541965    2.122200525    0.648675819    
67       I1         1.094910471    4.35731709     4.097722728    0.3820957175   0.220584488    1.373626406    2.110244726    2.875222482    0.1223206521   0.9019483737   0.04916182794  1.854782321    3.681525456    0.9128462191   
68       I1         1.535269781    3.857509225    4.34905553     0.3579996258   0.2851235629   3.940408519    2.0700329      1.694161574    0.03035410451  0.04242801462  0.08942292738  2.733872716    2.096267133    0.6106031789   
69       I1         1.054015108    3.00061826     4.588538233    0.1448942896   0.653742217    8.584118857    1.237292771    1.742562084    0.09299563755  0.9167670298   0.6860731565   1.542469072    1.520196835    1.274961819    
70       I1         2.656310536    2.572877885    3.590844564    0.05106478175  0.3617422335   1.040583558    1.636511103    1.919275367    0.03607354012  0.08972780786  0.7620233172   3.801555873    2.019936738    1.130381871    
71       I1         2.259430362    4.349751855    4.504594779    0.9197970148   0.459415704    5.939641469    2.108004096    0.7966137695   0.08747710291  0.8685904283   0.9198005847   2.427628129    1.582605547    0.6226400389   
72       I1         1.817992494    3.370824246    4.137498926    0.08532162429  0.2025505396   2.089410644    2.664880824    2.543817294    0.09556043845  0.4148791661   0.6189870081   2.746973392    3.794536378    0.4832590808   
73       I1         1.105703563    2.865786394    4.313651242    0.6112363957   0.1214055083   8.960502068    1.360166142    2.489029106    0.1064969149   0.3688631399   0.5912179387   3.961476667    1.85956591     1.212462417    
74       I1         2.278140663    4.112137624    4.644001528    0.9805095429   0.7171644045   9.929435802    1.460551876    1.336880903    0.03229478658  0.6323230749   0.263873595    3.808544973    2.209084345    1.24711369     
75       I1         1.130114072    3.929424073    4.619123045    0.6350235686   0.2666295428   5.736727176    1.553425089    2.50089213     0.05447985943  0.4388940558   0.01988428666  2.509461009    1.89425521     1.058537316    
76       I1         1.326381695    3.64820331     4.018088633    0.1985720714   0.2176088771   0.701920532    1.259489469    2.041426139    0.06508431786  0.5202234083   0.3877943167   2.283989884    2.776179089    1.25314916     
77       I1         2.015604476    3.801300663    4.319924556    0.2053694139   0.622309483    4.247479126    3.223977752    1.805775029    0.05579865265  0.1091125212   0.07037146262  2.703475114    2.243780069    0.5835402094   
78       I1         2.089904313    3.711987165    4.176258382    0.5167904168   0.1376139005   2.653942694    2.017939144    0.06456505267  0.04946952656  0.3347568734   0.7044992659   2.52899859     1.900651794    0.6807332627   
79       I1         1.168907969    2.512574508    3.796296287    0.4393065005   0.9379771955   2.891081887    2.207458896    2.16533961     0.07478697018  0.7133016642   0.4053032995   2.534846041    3.13107459     0.7857418061   
80       I1         2.422002096    4.371217077    4.847843384    0.9033250825   0.08285317218  1.323055332    2.375909093    2.733793839    0.01880534533  0.2945585257   0.8192878578   1.561975623    3.115326293    0.4584753792   
81       I1         2.390483718    3.49614958     3.99823988     0.3091048798   0.2087928288   4.563016676    3.451758046    2.063558524    0.0358153585   0.6264388093   0.5928844049   1.926229797    3.435515515    0.5733687246   
82       I1         2.192923017    4.051475994    4.775180653    0.5227558373   0.06031807634  9.36699869     3.297357431    1.283319143    0.09794794756  0.5010021306   0.03615554317  3.863211207    1.698596483    0.3678874517   
83       I1         2.560860465    3.307925728    3.917340438    0.9752273023   0.01152641849  3.506294406    2.18375314     2.458816046    1.456431299e-05 0.5151350345   1.121962047    2.455576938    2.649524357    0.6200979698   
84       I1         1.674412891    3.581341495    3.668891477    0.3438077843   0.8820383405   0.9572361427   1.73296427     2.021026004    0.07385521048  0.981031493    1.029990036    2.932868286    1.849220469    0.9242394104   
85       I1         1.300299416    3.115081163    3.872017079    0.7351553244   0.5312512202   8.435700196    2.847176678    1.216890575    0.03429106812  0.7960574452   0.8554266374   2.096786002    2.255373669    0.6864252342   
86       I1         1.781726666    4.092156454    4.653403629    0.7772854328   0.3931840479   0.7424392947   3.233827472    0.8039866818   0.006898117403 0.2261664622   0.433427182    2.586768516    3.314298632    0.4465247379   
87       I1         1.980854117    3.398219087    4.119314366    0.4033144509   0.7516442785   5.656863288    3.243481794    1.424264058    0.04883476045  0.01609031087  1.081474276    2.577822463    3.147372096    0.5980483346   
88       I1         1.460345995    4.009210003    4.552598493    0.3961759723   0.6121861275   6.043796498    1.982777018    0.3297641712   0.1291286783   0.5713339176   0.6161438495   2.851883591    3.858062929    0.6958325081   
89       I1         2.50468192     3.120052013    4.243564122    0.2626567102   0.05784624219  5.451772094    1.607700684    0.9739091175   0.06102130474  0.5094839613   0.9798600922   1.727877038    1.541070716    1.009497047    
90       I1         1.495748023    2.671844913    4.549024377    0.08187029442  0.9584592573   3.177402617    2.759534361    1.378699401    0.1111344308   0.1237624587   0.4610992276   2.372508725    1.622978661    0.6825170527   
91       I1         1.944751552    4.068421291    3.645172422    0.8392264346   0.4753711493   0.3973248431   1.759161241    1.598079942    0.118128828    0.7385733229   0.7849481461   3.54124027     3.523792352    1.006329827    
92       I1         1.293718556    2.900110274    4.817131835    0.07396129374  0.10346091     1.957400108    3.368082352    0.9111448851   0.1364071208   0.7595096363   0.5838712961   3.772548079    2.305929541    0.562019093    
93       I1         2.300285292    2.629395046    4.415990643    0.7246198575   0.09428000369  5.774861325    2.484000237    2.447861487    0.08958049706  0.4007129231   0.3732747093   1.662256709    1.994258574    0.4023553762   
94       I1         2.601462023    3.421298897    4.230772191    0.1060554789   0.6084285145   8.264963864    3.006983899    1.357269241    0.06904737083  0.05114435942  0.3137127476   1.903887143    1.636331582    0.6665562278   
95       I1         1.067752423    3.141666179    4.741142893    0.6853682706   0.979447786    4.447244152    1.500558745    0.4867087369   0.0879881743   0.637037578    0.5285048667   1.718391226    2.839813746    1.139706562    
96       I1         2.475966423    2.658902       4.290803523    0.7479293057   0.02848347457  6.710055755    2.709937443    2.858967395    0.1318546339   0.330241349    1.036524135    2.277743521    3.236282842    0.3688613228   
97       I1         1.090234516    3.685852099    4.578774884    0.2749906241   0.537096675    3.042521913    1.624863909    1.491576353    0.02192814766  0.4659386418   0.05747326546  2.620125525    3.334429754    0.9748074365   
98       I1         2.218732135    4.468769744    4.193051593    0.9243459712   0.4067010932   6.352420219    2.728328268    2.901711027    0.04461754045  0.3494512463   0.190547437    1.83601001     3.654770781    0.4533808593   
99       I1         1.236901997    3.480112307    4.780744053    0.1681824529   0.2644768829   9.082364385    3.428614514    1.840322329    0.08144591611  0.1346713813   0.4114476169   3.240979944    1.76045772     0.3901590182   
100      I1         2.024356168    4.426915869    3.907005807    0.127562032    0.7329755853   9.990094479    2.677983351    2.38867114     0.1242706233   0.5865823277   1.138915042    2.398963102    3.674667533    0.612166943    
101      I1         1.499907384    3.772903279    3.89962961     0.07736213041  0.6889461185   9.548449799    1.155739705    1.787944327    0.09432417189  0.7060734758   0.4972410036   2.698331886    2.089987867    1.365245965    
102      I1         1.644514978    2.606103003    4.634652322    0.9485655461   0.6994658029   7.789316642    2.342573154    1.909603913    0.09306194737  0.05445497335  0.531852586    2.193810916    3.320895593    0.5618475675   
103      I1         1.274491319    2.528528489    4.955519155    0.4961993767   0.1065470813   5.567548951    1.354347043    0.7605917496   0.0173109026   0.9380116983   0.3210949038   2.66768405     1.604434076    1.381272472    
104      I1         1.117570384    3.901700714    3.880135308    0.6646589952   0.827400762    8.935380853    1.865408501    1.514952042    0.1372287684   0.47100741     0.8365552798   2.842196511    2.050414991    0.9242205174   
105      I1         1.746500615    4.405322966    4.79224147     0.6318941159   0.7659888071   7.751662791    1.428436597    1.653641993    0.1437396742   0.5127666181   0.6826458261   3.594087045    3.752963711    1.276741546    
106      I1         2.073481817    3.46101426     3.513992575    0.588488354    0.07391524674  7.516776562    2.795801305    0.3373427054   0.1131621315   0.577880102    0.0818963479   2.272424737    3.207778083    0.317613021    
107      I1         2.257081237    3.517767781    4.977206201    0.333323562    0.4387943063   9.006293536    3.210067409    0.7435927634   0.07975989719  0.06334571457  0.4759469292   3.761826119    1.741127043    0.2351210464   
108      I1         2.484835303    4.125273371    3.743459489    0.9462985109   0.2682707875   1.231381987    2.065274884    1.670812587    0.1076283196   0.08857776356  0.6523751619   2.489739023    3.860558511    0.6935844449   
109      I1         1.966159008    4.279106544    4.272725886    0.1134234945   0.8178788364   7.027733153    1.675449878    1.461006211    0.001182908141 0.5700086555   0.7870753479   3.61486945     3.189043623    0.9368794051   
110      I1         1.372990647    2.540429602    4.911750047    0.4257638904   0.1413102393   1.458145766    1.930685724    1.623398695    0.1048580881   0.08018062445  0.2615881558   3.509971114    1.824749299    0.766506515    
111      I1         2.631563387    3.325932068    3.756404799    0.1241161824   0.6796230876   0.9222992184   3.205029226    0.4947618117   0.01390085479  0.7869901821   0.2133267221   3.432681353    1.661794138    0.3778729734   
112      I1         2.152181115    3.742420556    4.412908551    0.5748104646   0.3533398499   5.371052394    2.131953858    0.7740339214   0.1355405351   0.6052817972   0.9526861901   3.99874185     2.762669628    0.6290120312   
113      I1         1.653795976    3.009794435    4.833557562    0.9795582233   0.7193760053   1.393663158    2.898298667    1.237029339    0.01551931636  0.611645008    0.7489676563   1.579465009    1.984022881    0.4680298568   
114      I1         2.115755904    2.574738898    3.508148012    0.1569038732   0.4852475744   8.49266892     1.441605389    0.3783589419   0.109063281    0.5639981926   0.1220379395   3.183707891    3.098889227    1.342144776    
115      I1         2.581864559    4.309644018    3.521473891    0.7909367982   0.4302886432   7.662693208    2.390442615    0.2082641887   0.09915308     0.2376031495   0.3066676434   1.829490953    2.193730349    0.467061118    
116      I1         1.214426209    4.299857137    4.889923412    0.1861942359   0.2448017307   7.283779674    2.332507761    1.956144609    0.08864906322  0.7690729509   0.9614810648   3.36446641     3.379531097    0.4842034018   
117      I1         1.712847891    2.684915637    4.105097614    0.5699990112   0.3331156004   6.266903658    1.951766702    2.220567055    0.05782332502  0.06630311471  0.6728608513   3.328515711    2.950669414    0.7447105676   
118      I1         2.159552999    2.534835404    3.992601579    0.6090147236   0.136307493    0.241138325    3.265983532    2.535754048    0.02390621498  0.5344974148   1.012741802    3.887745134    3.107193725    0.4935340491   
119      I1         1.108544849    4.291688321    4.52658787     0.4156345467   0.06784710513  3.614292698    2.477539512    0.01217128017  0.1321879412   0.966286087    0.87076291     3.951340068    2.881288829    0.7745193993   
120      I1         2.570099175    3.975416801    3.772429689    0.6817590328   0.2156810159   1.57776624     1.111029395    1.407319214    0.01145371287  0.4310462735   0.553073876    1.764145198    3.327000518    1.447113056    
121      I1         2.318362611    2.607015022    4.724465045    0.9125552918   0.5056121611   1.683142635    3.359789056    0.6182917958   0.05841733085  0.6899989031   0.3258687686   2.002946589    3.57415326     0.3013948513   
122      I1         1.662142075    3.028138083    3.680934571    0.6251937004   0.9142553178   1.113506027    2.689356423    1.165720157    0.02985944957  0.8821308423   0.1358874763   3.081256885    2.609963524    0.6712110014   
123      I1         1.921021649    4.126800681    4.155020637    0.2345873294   0.8689908005   1.63161365     1.184937914    1.730970536    0.06762301624  0.6571596129   0.2717456883   3.391542062    2.475065763    1.352798982    
124      I1         1.08303467     3.506979987    4.394082176    0.2944660222   0.06917312631  6.124559585    2.088695206    1.798035012    0.08062046257  0.3153096213   1.093189953    2.897225833    3.164632908    0.572244389    
125      I1         2.003370076    3.720919852    4.984071993    0.2175845276   0.7943040718   0.5155318816   1.53496941     0.9477062294   0.09815140758  0.2165429183   0.4736794776   3.83227834     2.662780131    1.243986657    
126      I1         1.988003539    3.330417623    4.704250596    0.2099069187   0.1685791455   9.767570232    1.97242533     0.09652809674  0.0282495218   0.6806764635   0.5540205865   3.589490996    2.672928528    0.7381300306   
127      I1         2.144278275    2.842019916    3.554562642    0.9569122946   0.4965381045   4.529884387    2.354394372    1.756551853    0.04816999326  0.6286569689   0.8474283806   3.052134434    3.63343177     0.6074656105   
128      I1         1.40748976     3.381479204    3.791413702    0.4528106755   0.191096213    0.8712048423   1.317125486    2.251873656    0.1213222345   0.8486426472   0.4406607105   2.174132904    2.384157535    1.248316703    
129      I1         2.174533859    3.692617075    3.976192295    0.368880236    0.2464161253   6.850141074    3.120410618    2.156892577    0.04571215938  0.8579728542   0.1267810807   1.681167536    3.740276152    0.5138533938   
130      I1         2.673053607    4.334131983    4.424680728    0.4360845678   0.7228376675   6.296109337    1.833273034    2.831380021    0.04996173736  0.02019743298  1.118114458    2.592633102    1.650950235    0.8529931514   
131      I1         1.485629004    2.792870019    4.257690755    0.2934147745   0.7113755041   2.770534601    2.826130043    2.116017835    0.05296698354  0.4464800508   0.1669689148   2.333272127    2.697214702    0.5732025539   
132      I1         2.308771412    3.295103189    4.426272251    0.9169635703   0.836560833    1.813236371    1.490517732    1.296136568    0.1422902446   0.03013765546  0.05048850733  2.820523334    2.041916661    1.141590668    
133      I1         1.130485142    3.344407996    3.763401858    0.179527658    0.1739787854   3.090635965    1.305595537    1.646402055    0.117131259    0.8057010747   1.074073714    3.182877204    1.982600086    1.215004824    
134      I1         2.21752088     2.636536642    4.613278452    0.9664733799   0.757544596    3.745943433    3.147121145    1.12458415     0.1165163341   0.6853192749   0.08432607994  2.061105472    2.406148614    0.3175328844   
135      I1         1.15525955     4.220899615    4.719299654    0.1156888522   0.5565208168   6.175578454    3.498405599    1.54692594     0.1467755922   0.3715704412   0.3374884611   2.797891536    3.624615988    0.4131749596   
136      I1         1.262511647    3.163309721    4.768351405    0.7860742005   0.964709477    6.01519677     2.02915257     0.42181485     0.07278662764  0.9846282693   0.6245961786   2.435361386    1.83449458     0.8794123853   
137      I1         1.615453797    3.953829189    4.459031247    0.3534372038   0.5185026592   4.410688445    3.305645983    0.6273333389   0.1345333926   0.7926583468   0.4791248322   3.559031923    2.541597037    0.538895605    
138      I1         2.146335508    3.05196134     4.042631231    0.676848485    0.8604976298   0.7839750314   1.457105575    1.18745293     0.04113520925  0.1200811683   0.713016059    3.38223144     2.105715246    1.144259858    
139      I1         1.877159204    4.025314388    3.78889101     0.06244660579  0.9527122088   1.740474131    2.214667896    1.303218177    0.07061516512  0.3232119959   0.1729388385   3.739847995    1.888897455    0.6607513054   
140      I1         1.287468238    3.281416285    4.269759336    0.07903790755  0.2999623596   2.534502614    2.917057999    2.353304689    0.05613223825  0.8656087244   0.01245851856  3.206391398    3.199608483    0.6899966634   
141      I1         1.726046435    3.888847421    4.489426441    0.3240121076   0.8435021733   7.375963574    1.988513382    1.9455307      0.07123194146  0.7800940869   1.023350889    2.015122626    3.510338588    0.654528916    
142      I1         1.257062834    2.94971948     4.047417947    0.4751500174   0.6631821369   5.870925088    3.128904574    0.722789629    0.03965215925  0.9078352721   0.1139665621   2.35270066     1.917204161    0.7453792535   
143      I1         1.624184373    2.898175949    3.670207533    0.594645732    0.2098740821   8.799554718    1.671585959    1.886579956    0.003235789993 0.3618755644   0.6960378596   2.608833531    3.562750106    0.9440860825   
