%eval_id interface log__t_efold_soil log__t_efold_karst log__t_efold_deep f_exfiltration_soil f_exfiltration_karst PDD_melt_factor log__fdd_threshold snow_insulation_k recession_b_soil neg_kge        
54       I1         1.48195438     3.653137582    4.704250596    0.2810816412   0.5846141512   7.407846489    1.221526973    0.4633739848   4.793926818    0.5003527522   
55       I1         1.564261568    3.585761649    3.811379213    0.4631838113   0.836560833    1.779648702    1.195107604    0.01608801612  5.043864839    0.7321273061   
56       I1         1.997986207    2.555486287    4.965629526    0.4439054183   0.182428131    9.006293536    2.45649262     0.3594820962   2.854716323    0.3568685828   
57       I1         1.102355393    4.159500038    4.028535478    0.668142229    0.3700228634   8.569121207    0.06789509667  0.153457173    5.139667035    0.7909446079   
58       I1         2.112734225    3.199339636    4.442445636    0.6022610977   0.8604976298   7.772486148    0.8059031511   0.3720706337   3.600174747    0.4540567003   
59       I1         1.763644483    2.983016854    4.03340084     0.5788593947   0.1177522271   8.158161341    1.768746244    0.1339977803   3.024569319    0.5015623964   
60       I1         1.058984463    2.541716806    4.665197178    0.5748104646   0.6746964876   7.899259404    0.3026195115   0.2705664491   5.721585606    0.6394409028   
61       I1         1.358142072    3.227540698    4.111068327    0.2689075142   0.9684807231   1.177112345    2.880324012    0.1290056536   2.838526214    0.867803441    
62       I1         1.726850931    4.452862722    3.869249226    0.4686115266   0.7841465648   8.960502068    1.625273246    0.4866828354   2.582206204    0.7086105777   
63       I1         1.33789262     3.407604678    4.319924556    0.1423160262   0.9190928976   7.978424054    2.583776224    0.07983128219  5.274816753    0.8981736321   
64       I1         2.088841505    3.344979095    4.749826419    0.6350235686   0.5517586627   8.751343945    0.2988271394   0.3737260777   5.236107514    0.4102766237   
65       I1         1.783981129    2.485943072    3.515108736    0.3908718751   0.02016356509  5.870925088    0.3434920695   0.4792037471   2.230476069    0.6438357517   
66       I1         2.167632958    3.765632311    4.68562436     0.3419970723   0.3045696348   9.929435802    1.602576732    0.2718987769   5.088818629    0.371547766    
67       I1         1.015444823    2.999657591    4.281611945    0.03765811168  0.4161493205   4.365068302    1.029585083    0.1004924767   1.655741773    0.8414561437   
68       I1         1.884173309    3.376913027    4.817131835    0.5279734897   0.7502055389   7.03016898     0.2219254966   0.1825632043   5.732016843    0.4688310995   
69       I1         1.644725473    3.910799681    4.90382365     0.1946010934   0.1413102393   2.271706462    1.510729246    0.3539408907   5.856589744    0.588180361    
70       I1         1.871477535    3.183178598    4.46315077     0.4496035419   0.2717204916   9.688580275    2.692178152    0.3365231335   5.634424206    0.3361594793   
71       I1         2.275196832    3.245132529    3.911383996    0.2366521052   0.10346091     9.273599008    2.533277986    0.005411003581 3.047953305    0.6051040512   
72       I1         1.424740111    3.013419464    4.204704216    0.4563962076   0.2484786123   3.372111183    2.719180238    0.4098026743   3.773213965    0.4640951528   
73       I1         1.167279096    2.681048595    4.065139219    0.989453186    0.3931840479   6.903781316    0.9252385565   0.327055747    1.515695318    0.8020481335   
74       I1         2.204089322    3.827367637    4.707193604    0.5852573008   0.842247825    2.571069128    1.105606589    0.1480298875   1.681703003    0.6176614742   
75       I1         1.5764531      4.433590057    3.728471479    0.5167904168   0.7054546704   8.893932136    1.306434248    0.2884950893   3.064311816    0.6042697019   
76       I1         2.462506375    3.551735117    4.661036285    0.1586357021   0.8500911906   8.703049179    0.6765196184   0.09103638195  1.775632708    0.9442503014   
77       I1         1.543407572    3.931423596    3.723050679    0.8399888113   0.6084285145   6.175578454    2.175543378    0.3900283264   1.559756235    0.5518739099   
78       I1         1.320191698    4.338406495    4.876129323    0.1205591682   0.459415704    8.194513123    2.444468115    0.4591632021   3.715656314    0.7505393805   
79       I1         2.147750979    2.605101776    3.756404799    0.7558619954   0.5953864639   2.34359497     2.292399425    0.3116025407   2.324340929    0.4732436942   
80       I1         1.113598829    3.57215491     4.402770533    0.4149177055   0.2935083771   7.465637508    0.4427522305   0.3922174481   4.230475011    0.517171056    
81       I1         1.805912773    3.794313669    3.69304384     0.1339867501   0.5185026592   7.822289279    1.702158785    0.0970335384   4.751561151    0.81519496     
82       I1         2.260860836    3.359532489    3.554562642    0.1448942896   0.7934731076   4.058018758    2.069716827    0.2543421214   5.777505406    0.7733196562   
83       I1         1.477100248    4.056874032    4.218159995    0.08187029442  0.8928641198   9.301918015    2.512066875    0.1921397621   3.007570036    1.068694495    
84       I1         1.941826245    4.408934085    4.906027345    0.6520493137   0.8469582789   7.375963574    2.766775179    0.02584798533  1.746943603    0.50951249     
85       I1         1.422782898    2.686523108    4.565531202    0.8439753187   0.2340491312   0.1383557627   1.721335498    0.1518574808   5.711834487    0.8955824027   
86       I1         1.649894653    3.215260587    4.970312518    0.768180211    0.6994658029   9.893005244    1.821818187    0.09924152455  4.329725157    0.5166246582   
87       I1         1.741113145    4.031843436    4.193051593    0.04631572826  0.7329755853   3.831712223    0.9779617414   0.4618314447   4.565613201    0.9168871066   
88       I1         2.36690987     4.332473303    4.838226788    0.3947952275   0.8994223175   5.939641469    1.269511844    0.2272068345   5.876417853    0.4547056544   
89       I1         1.683928002    2.725098054    4.230772191    0.6948103972   0.8759965862   7.256774185    0.1614935338   0.2028150958   1.87529881     0.6026418154   
90       I1         1.38839278     3.497049787    4.290803523    0.152770079    0.5611679837   6.440097854    0.4089704549   0.01476895763  3.134395783    0.630586686    
91       I1         2.072160096    3.023883814    3.836470672    0.7047729654   0.2956648772   5.044471134    0.4321993705   0.4718966701   2.550755296    0.486471241    
92       I1         1.484345061    2.925402218    4.984071993    0.9125552918   0.4105007558   2.171727156    0.7715029838   0.2355424048   4.20391391     0.9421759406   
93       I1         1.30981516     4.248726077    3.980459772    0.9575132077   0.1250539843   6.827758737    2.2779584      0.4048128813   5.566216052    0.9674276961   
94       I1         1.853920055    3.727424917    4.719299654    0.6923296241   0.15576903     7.585434032    1.186216058    0.3067203882   4.058260008    0.3680789833   
95       I1         1.186676935    4.064105504    3.717056883    0.4751500174   0.4965381045   7.064042437    1.151288035    0.3162971491   2.496989269    0.692069706    
96       I1         1.632087485    3.662791999    4.373791143    0.3961759723   0.8820383405   4.630881637    1.46266037     0.4028009851   4.709566936    0.6215716826   
97       I1         2.096445256    3.045044176    3.841652917    0.08532162429  0.7724180491   1.20806615     1.688368233    0.2584349047   1.843611386    1.04571103     
98       I1         1.961143477    3.548309411    4.070673926    0.7102397642   0.7594634673   1.276621057    1.240942534    0.4417043525   3.836932158    0.5774261776   
99       I1         1.383872482    4.152204952    4.489426441    0.3745234011   0.05784624219  0.9747690129   2.831746868    0.07638583585  5.683319751    0.3449835148   
100      I1         1.118441382    2.78888957     4.018088633    0.9358103204   0.6631821369   2.681876318    2.254110226    0.2321176922   3.683598829    0.9026469679   
101      I1         2.144280889    2.508813774    3.766092763    0.8012678524   0.3380955784   1.544169539    0.7993175579   0.4060108989   2.965042814    0.4231330096   
102      I1         1.292860954    4.108259       4.257690755    0.1060554789   0.4874712745   4.410688445    0.02520256267  0.1505414534   3.089009506    0.7383102652   
103      I1         1.452084065    2.761205096    3.640499372    0.4984778558   0.5565208168   3.465457878    1.963900448    0.2345532023   4.652189693    0.5757362278   
104      I1         2.292680146    3.350253965    4.673708299    0.9169635703   0.9584592573   3.661604156    0.7512556124   0.4536013194   3.565191934    0.3876786221   
105      I1         2.421674699    2.99489238     3.959565825    0.1911231965   0.4200881004   4.310346469    2.668773302    0.347185443    2.651376117    0.8696712968   
106      I1         2.022535359    4.238975084    3.605836802    0.8055794563   0.1289259313   0.8712048423   0.5705699155   0.05960636625  3.202221732    0.4210983384   
107      I1         2.013438069    3.818584743    3.743459489    0.6602045533   0.9310201391   3.940408519    2.814000028    0.2091765531   4.350039323    0.5444820246   
108      I1         1.354755791    3.257556028    3.613410887    0.3513967573   0.2087928288   0.275446016    1.672633847    0.3965046957   1.67122712     0.7908552035   
109      I1         2.05121063     3.688056525    4.953433392    0.7479293057   0.6208331469   6.043796498    2.614111344    0.4388441733   3.41936099     0.2312492346   
110      I1         1.712134642    3.410511886    3.680934571    0.3476104215   0.9848527638   3.697353834    2.646035071    0.4349025362   2.810328966    0.7264601321   
111      I1         1.732619384    4.09382806     3.854733149    0.8944457742   0.2666295428   0.8342739093   1.74120242     0.01888208708  4.614813773    0.7921486841   
112      I1         1.024862814    4.394936426    4.850708376    0.07736213041  0.2877460165   4.286154237    1.611087785    0.4764945658   2.574460755    0.8278035698   
113      I1         2.456540788    4.297855708    3.731005974    0.5353698492   0.9546232434   5.682692331    0.999927641    0.05496069519  5.291024786    0.5310811395   
114      I1         2.337533571    2.934216675    3.791413702    0.4476728921   0.1985287257   5.877084206    1.599009314    0.4932783503   3.918613877    0.5621111364   
115      I1         1.192649074    3.077664563    4.988116002    0.02088740981  0.6270359666   3.042521913    2.048008909    0.4946982313   4.995490024    0.7970412688   
116      I1         1.492905412    2.744395844    4.619123045    0.7772854328   0.8689908005   0.701920532    2.65208089     0.3859567864   5.592213624    0.7061566089   
117      I1         1.238968913    2.628279507    4.541078206    0.9315443773   0.5429176497   3.558779445    1.076951973    0.2687339091   4.523209234    0.9246841223   
118      I1         2.472161812    2.506348487    4.808364715    0.8162194583   0.7193760053   4.45813412     0.2847513248   0.4861428953   2.910538595    0.2170448352   
119      I1         2.365494268    4.13374545     4.712640556    0.7968582963   0.4242836668   4.727184153    0.9601078918   0.2846871023   4.919866786    0.4664274118   
120      I1         1.495955153    3.326488698    4.063307776    0.465210757    0.05394717492  8.370357904    2.154961566    0.1267652916   5.123533749    0.532088582    
121      I1         1.922286202    3.46991343     4.448286767    0.676848485    0.7659888071   0.5511667692   2.478306973    0.1045555565   2.998852121    0.4500034898   
122      I1         1.219373488    3.519712887    4.895590538    0.6853682706   0.02603853883  0.3973248431   1.527801111    0.04312927666  4.851303722    0.9501497133   
123      I1         2.400471565    2.701115029    4.923080038    0.9534866534   0.4852475744   5.656863288    2.333969627    0.2979907211   4.834032925    0.7241143244   
124      I1         1.261437139    4.313684892    4.439258158    0.4085227492   0.5280954635   7.952141837    0.208140036    0.2756069989   3.156586779    0.5421816138   
125      I1         1.707134602    2.587164033    4.207326122    0.2887668062   0.622309483    0.241138325    2.792727183    0.1762245938   2.616864259    0.7055140928   
126      I1         1.063958272    3.269230448    4.871629654    0.5249688643   0.01958054421  1.813236371    1.480537636    0.1192099252   1.500436929    0.3163186538   
127      I1         1.758684185    3.609208421    4.354930306    0.6578579263   0.4387943063   1.447753494    2.508652819    0.476851329    2.283070098    0.4323089949   
128      I1         1.462545831    4.289605204    4.470651024    0.4832078674   0.4692989556   4.063302564    1.207174493    0.1712322063   4.920133876    0.4888319997   
129      I1         2.176548399    3.979831145    3.976192295    0.3334357705   0.8887746462   2.891081887    0.9370100619   0.4681813282   3.270780935    0.728657141    
130      I1         2.034954675    4.426185028    3.763401858    0.2421199327   0.633732568    2.183137175    1.504993468    0.2503326791   2.659571241    0.8365402895   
131      I1         1.93456064     4.196750046    4.059570044    0.02682032949  0.4067010932   7.717283805    2.379123475    0.1449798198   5.660586855    1.123128521    
132      I1         1.675734601    4.279493104    4.601083691    0.2944660222   0.5329572475   8.654259139    2.62893519     0.06305982365  3.173959579    0.5944352076   
133      I1         1.094497869    2.515183758    3.907005807    0.5574533339   0.5312512202   4.956372551    0.1593154956   0.1852144426   5.993812069    0.7983770253   
134      I1         1.749366221    4.307740458    3.568370574    0.7262102806   0.172586491    8.24717916     2.191356051    0.1837713077   4.504023894    0.505701098    
135      I1         1.587135929    3.26595036     4.557856555    0.3374150785   0.3509214385   9.442576294    1.977756001    0.1263218531   3.743609105    0.4198991217   
136      I1         2.188570685    4.265876832    3.652058014    0.9698528934   0.3148766168   1.040583558    2.051924932    0.4495166328   3.383537027    0.522305625    
137      I1         1.680562039    4.010944418    4.182054792    0.7362907138   0.4707808031   7.516776562    1.577793398    0.1388787094   5.916991303    0.7002734636   
138      I1         1.139606938    2.797248833    4.504594779    0.3240121076   0.9087467498   1.593846828    1.889784482    0.2578209901   5.183143805    0.6258218195   
139      I1         1.663896114    3.907448384    4.79224147     0.07903790755  0.2536875913   2.999869278    0.03178298601  0.1696739048   2.710759681    0.6298198466   
140      I1         2.068793651    3.651417761    4.823310104    0.1241161824   0.1065470813   2.212150905    1.780800284    0.2172030296   4.645742643    0.7805862611   
141      I1         1.776723685    3.822662893    4.432171739    0.4961993767   0.04071712417  4.124835472    0.3113873632   0.2524920071   4.715926388    0.3543258282   
142      I1         2.251907881    2.819060809    4.164323104    0.78766895     0.9142553178   1.458145766    0.9034729727   0.1912253      1.759292053    0.615411027    
143      I1         1.456175988    3.534896303    4.519375785    0.5112211774   0.2464161253   7.652579117    1.773047415    0.04098510933  4.595586387    0.4423838953   
144      I1         1.982220999    3.756185177    4.30351576     0.3991976672   0.8537564426   9.583711601    2.20444443     0.2195379103   3.983319072    0.647340533    
145      I1         1.867305185    2.520833898    3.711581441    0.368880236    0.1890601572   9.548449799    1.758918474    0.3203362419   1.917025644    0.7858674211   
146      I1         2.411703124    2.851462897    4.329993795    0.7909367982   0.3617422335   4.447244152    1.433977594    0.3119675297   4.820796303    0.4447478259   
147      I1         1.156026999    2.64049102     4.243564122    0.6478459703   0.603556501    9.807148281    0.468435007    0.004985388583 1.636350588    0.7189667459   
148      I1         1.147049291    2.948587761    4.297313474    0.01128075689  0.3331156004   9.435916875    1.361306337    0.3043592139   4.548695714    0.9182758727   
149      I1         2.453286886    3.937261243    4.508984196    0.7218329044   0.1659209448   4.884283603    1.385009744    0.2744003425   4.028972105    0.2200588714   
150      I1         1.280168058    2.719686561    4.691908797    0.5699990112   0.3475140804   0.5155318816   2.428998184    0.1164195856   4.289869126    0.3826713959   
151      I1         2.226501866    3.44444988     3.967477215    0.6318941159   0.6156617733   8.584118857    2.013580022    0.03262400681  4.694907446    0.5501532042   
152      I1         2.478537177    3.948367481    4.210760386    0.4393065005   0.7707287291   8.415995466    2.269173725    0.387020809    2.329718298    0.7623481892   
153      I1         1.90172373     4.022796763    3.988401344    0.8532681676   0.191096213    6.216627951    0.6841918299   0.3943187086   2.217186449    0.4785665174   
154      I1         1.082627939    4.318744644    3.533485608    0.1134234945   0.949165208    1.059934205    2.680592967    0.2302609616   2.945099798    1.026682467    
155      I1         1.06641217     2.899581405    3.938568019    0.9569122946   0.9325752491   9.053510048    1.475561403    0.2228134838   4.338839537    0.9688830161   
156      I1         2.356217611    4.348249373    4.549024377    0.5475402506   0.3909964414   0.1747179927   0.2672086657   0.0210891114   3.994037349    0.3518463598   
157      I1         2.386658906    3.872477475    4.235789382    0.8179985224   0.04916239375  1.957400108    1.448950676    0.2239958819   5.421046855    0.5538140342   
158      I1         1.569187085    3.889254197    4.189859384    0.6558531331   0.4543216541   3.347979457    2.857293454    0.4106109076   5.928084829    0.6426389298   
159      I1         1.151238295    3.955197626    4.087229769    0.5440634302   0.320086903    1.323055332    2.95442912     0.07809798639  4.094198363    0.6122590827   
160      I1         2.203445394    2.657854885    3.736253997    0.333323562    0.5760678983   2.28079469     1.348373174    0.3526696392   5.323255652    0.5656213913   
161      I1         1.347929525    2.622895664    4.254639916    0.4583877322   0.3850713039   8.799554718    1.12701118     0.07030247501  2.984085797    0.5427226646   
162      I1         1.038610418    2.599056049    3.772429689    0.5763089343   0.5132588444   4.126543821    2.998086719    0.08393993289  5.812190226    0.7188653919   
163      I1         1.906157582    4.181971799    4.992183092    0.2011009297   0.7282635288   3.91128993     0.1332352735   0.3655108519   1.719024565    0.7757731858   
164      I1         1.977010729    3.734844762    4.532068558    0.7426416074   0.06335144982  8.861973182    0.4918380509   0.3837217321   1.706943522    0.3970693098   
165      I1         1.242371285    3.993637013    4.386013343    0.7351553244   0.5233939486   1.941395209    1.319112818    0.2127906754   3.302417531    0.6223216002   
166      I1         1.927996126    4.374749862    4.591197194    0.9752273023   0.739563675    6.953071345    1.852109712    0.1030486326   2.269743142    0.3671164792   
167      I1         1.092024278    3.594185414    4.360553838    0.3091048798   0.6515158266   8.095700615    1.166910396    0.3144299927   5.145747417    0.6852405806   
168      I1         1.913288064    2.965268166    4.313651242    0.06864317479  0.5694610568   4.529884387    1.868333832    0.02847811032  3.819222078    0.6059294651   
169      I1         2.163696615    2.588085173    4.13313467     0.4727462276   0.5109124987   4.846555464    1.211480416    0.1419064031   2.347485654    0.6159082162   
170      I1         1.873522183    3.851084317    4.644001528    0.4223373309   0.7761797963   7.105306752    0.4552364846   0.4079769144   2.426253143    0.5651444464   
171      I1         1.274970198    3.046607101    3.849085841    0.2053694139   0.9527122088   6.52304944     0.04464897761  0.375312276    4.438438427    0.8022488837   
172      I1         1.042267443    4.457535173    4.34905553     0.07396129374  0.6889461185   5.371052394    2.576545374    0.4530874828   1.893778979    1.083424648    
173      I1         2.425750991    3.770744418    4.453330652    0.5950280336   0.653742217    3.302655049    0.3805505836   0.03904673174  2.410623135    0.4777459349   
174      I1         2.439559503    3.128082841    4.656688424    0.6646589952   0.4967438265   4.019669975    2.756828917    0.2070374078   3.44168767     0.208868778    
175      I1         1.622526569    4.255137025    4.911750047    0.6890713407   0.5927817656   0.5941868708   0.5693354812   0.04734308942  5.954536917    0.8007756893   
176      I1         1.841126666    3.624896486    4.929672909    0.1397966434   0.3251547208   9.719304767    0.2547379616   0.299672502    5.465638235    0.5911940391   
177      I1         1.373236857    4.004302104    4.278421151    0.6297198519   0.06784710513  4.504271809    1.332293671    0.1377065729   4.972361058    0.5724350874   
178      I1         1.519890479    2.695281577    4.105097614    0.6421091236   0.6483402606   2.505893795    0.5350325543   0.1352196707   4.869935016    0.718517228    
179      I1         1.379349108    3.566095605    3.94820331     0.4929807404   0.2375262317   3.090635965    1.136251669    0.08246030195  2.436043053    0.6077036566   
180      I1         2.301972689    3.18946954     4.155020637    0.7246198575   0.509737054    8.296674237    2.488280796    0.3993192872   3.330639142    0.4348863956   
181      I1         1.334970698    3.437811449    4.934792499    0.3637232882   0.1628758786   5.736727176    2.498217762    0.3260241015   5.847603335    0.4149078793   
182      I1         1.797512298    2.535204066    3.53698483     0.03599679946  0.4273640679   9.65776003     2.359403291    0.2105601533   3.966759405    0.9578242681   
183      I1         2.334044132    3.450624403    3.62460696     0.9014394052   0.03786302582  6.352420219    0.6006704941   0.4148381844   4.543697892    0.5285320468   
184      I1         2.406796604    3.882735895    4.79764427     0.8888690782   0.08285317218  3.665753972    2.027227708    0.4358174074   5.437265309    0.7467398824   
185      I1         1.325721736    2.741216497    3.645172422    0.9711978667   0.9466801024   1.740474131    2.706239538    0.3780619651   3.320786891    0.8578775519   
186      I1         2.240489301    3.419517933    3.89962961     0.7740396554   0.03575032858  0.3695975357   0.7381165165   0.2952662795   3.476811829    0.4639198417   
187      I1         1.996195204    2.836080816    3.94033855     0.594645732    0.2098740821   4.217818408    2.86679589     0.200170584    4.886238014    0.5274988566   
188      I1         2.46898984     3.16934587     4.395200035    0.3857637516   0.367962828    3.812652926    0.001945486509 0.06845597584  3.870219644    0.3473918165   
189      I1         1.723790203    3.740660434    4.572368501    0.8802523054   0.4931008605   4.675868525    1.358344629    0.4556323065   4.801398561    0.7074768479   
190      I1         2.325733736    3.622650976    3.574449299    0.1822568941   0.8629435835   2.025216672    0.9829655613   0.3368376673   5.604046115    0.6560867728   
191      I1         1.620596988    3.713129051    4.724465045    0.9805095429   0.5735897937   7.789316642    0.8428209705   0.338370078    3.789894355    0.7855357116   
192      I1         1.445276347    3.458191594    4.56279257     0.2137834302   0.812421547    2.534502614    1.80389414     0.4469882029   2.777990971    0.7659734016   
193      I1         2.132013077    3.721023644    3.528708839    0.9844407052   0.3533398499   2.908796736    2.52247277     0.4896323389   5.228118699    1.007451777    
194      I1         1.161861742    2.566553051    4.760692807    0.3579996258   0.7449829453   5.567548951    2.841698822    0.3229667403   2.451235913    0.5280330071   
195      I1         1.860144257    3.143693109    4.247393474    0.8608480364   0.5857182627   1.28832285     0.8250106569   0.2927586422   5.508398482    0.7621660333   
196      I1         2.078335985    2.498130901    4.324802023    0.7599331456   0.1479898162   3.411606954    0.529926467    0.3198792278   5.299175597    0.5655142593   
197      I1         1.793997168    3.507945459    4.168677946    0.1493129      0.9379771955   6.710055755    0.5066924989   0.4651292511   3.434657854    0.8692954382   
